play	doc	page	file	line_id	label	xmlid	line_text
DerManUnterTiff	817462	14	0014_30557073.xml	r_1_1l9	טוּרניווער	turniver	טוּרניווער:
DerManUnterTiff	817462	14	0014_30557073.xml	r_1_1l11	סאבּעלע	sobele	סאבּעלע:
DerManUnterTiff	817462	14	0014_30557073.xml	r_1_1l13	טוּרניווער	turniver	טוּרניווער:
DerManUnterTiff	817462	14	0014_30557073.xml	r_1_1l15	סאבּעלע	sobele	סאבּעלע:
DerManUnterTiff	817462	14	0014_30557073.xml	r_1_1l18	טוּרניווער	turniver	טוּרניווער:
DerManUnterTiff	817462	14	0014_30557073.xml	r_1_1l21	סאבּעלע	sobele	סאבּעלע:
DerManUnterTiff	817462	14	0014_30557073.xml	r_1_1l24	טוּרניווער	turniver	טוּרניווער:
DerManUnterTiff	817462	14	0014_30557073.xml	r_1_1l29	סאבּעלע	sobele	סאבּעלע.
DerManUnterTiff	817462	14	0014_30557073.xml	r_1_1l31	טוּרניווער	turniver	טוּרניווער.
DerManUnterTiff	817462	15	0015_30557078.xml	r_2_1l1	סאבּעלע	sobele	סאבּעלע:
DerManUnterTiff	817462	15	0015_30557078.xml	r_2_1l3	טוּרניווער	turniver	טוּרניווער:
DerManUnterTiff	817462	15	0015_30557078.xml	r_2_1l14	יאכטשע	yokhtshe	יאכטשע:
DerManUnterTiff	817462	15	0015_30557078.xml	r_2_1l16	טוּרניווער	turniver	טוּרניווער:
DerManUnterTiff	817462	15	0015_30557078.xml	r_2_1l18	יאכטשע	yokhtshe	יאכטשע:
DerManUnterTiff	817462	15	0015_30557078.xml	r_2_1l21	טוּרניווער	turniver	טוּרניווער:
DerManUnterTiff	817462	15	0015_30557078.xml	r_2_1l24	יאכטשע	yokhtshe	יאכטשע:
DerManUnterTiff	817462	15	0015_30557078.xml	r_2_1l26	טוּרניווער	turniver	טוּרניווער:
DerManUnterTiff	817462	15	0015_30557078.xml	r_2_1l28	יאכטשע	yokhtshe	יאכטשע:
DerManUnterTiff	817462	15	0015_30557078.xml	r_2_1l30	טוּרניווער	turniver	טוּרניווער:
DerManUnterTiff	817462	16	0016_30557083.xml	r_2_1l1	יאכטשע	yokhtshe	יאכטשע:
DerManUnterTiff	817462	16	0016_30557083.xml	r_2_1l3	טוּרניווער	turniver	טוּרניווער:
DerManUnterTiff	817462	16	0016_30557083.xml	r_2_1l7	יאכטשע	yokhtshe	יאכטשע:
DerManUnterTiff	817462	16	0016_30557083.xml	r_2_1l9	טוּרניווער	turniver	טוּרניווער:
DerManUnterTiff	817462	16	0016_30557083.xml	r_2_1l12	יאכטשע	yokhtshe	יאכטשע:
DerManUnterTiff	817462	16	0016_30557083.xml	r_2_1l13	סאָבּעֶלעֶ	sobele	סאָבּעֶלעֶ קוּם נאָר אַריַין (אויפֿטריט סאָבּעלע) נוּ שֶׁעהן אַזוֹי?
DerManUnterTiff	817462	16	0016_30557083.xml	r_2_1l14	סאבּעלע	sobele	סאבּעלע:
DerManUnterTiff	817462	16	0016_30557083.xml	r_2_1l16	יאכטשע	yokhtshe	יאכטשע:
DerManUnterTiff	817462	16	0016_30557083.xml	r_2_1l18	סאבּעלע	sobele	סאבּעלע:
DerManUnterTiff	817462	16	0016_30557083.xml	r_2_1l20	יאכטשע	yokhtshe	יאכטשע:
DerManUnterTiff	817462	16	0016_30557083.xml	r_2_1l22	טוּרניווער	turniver	טוּרניווער:
DerManUnterTiff	817462	16	0016_30557083.xml	r_2_1l24	יאכטשע	yokhtshe	יאכטשע:
DerManUnterTiff	817462	16	0016_30557083.xml	r_2_1l26	סאבּעלע	sobele	סאבּעלע:
DerManUnterTiff	817462	16	0016_30557083.xml	r_2_1l28	יאכטשע	yokhtshe	יאכטשע:
DerManUnterTiff	817462	16	0016_30557083.xml	r_2_1l31	סאבּעלע	sobele	סאבּעלע:
DerManUnterTiff	817462	17	0017_30557087.xml	r_2_1l1	יאכטשע	yokhtshe	יאכטשע:
DerManUnterTiff	817462	17	0017_30557087.xml	r_2_1l3	טוּרניווער	turniver	טוּרניווער:
DerManUnterTiff	817462	17	0017_30557087.xml	r_2_1l7	יאכטשע	yokhtshe	יאכטשע:
DerManUnterTiff	817462	17	0017_30557087.xml	r_2_1l12	יאכטשע	yokhtshe	יאכטשע:
DerManUnterTiff	817462	17	0017_30557087.xml	r_2_1l14	טוּרניווער	turniver	טוּרניווער:
DerManUnterTiff	817462	17	0017_30557087.xml	r_2_1l16	יאכטשע	yokhtshe	יאכטשע:
DerManUnterTiff	817462	17	0017_30557087.xml	r_2_1l18	טוּרניווער	turniver	טוּרניווער:
DerManUnterTiff	817462	17	0017_30557087.xml	r_2_1l20	יאכטשע	yokhtshe	יאכטשע:
DerManUnterTiff	817462	17	0017_30557087.xml	r_2_1l22	טוּרניווער	turniver	טוּרניווער:
DerManUnterTiff	817462	17	0017_30557087.xml	r_2_1l25	יאכטשע	yokhtshe	יאכטשע:
DerManUnterTiff	817462	17	0017_30557087.xml	r_2_1l27	סאבּעלע	sobele	סאבּעלע:
DerManUnterTiff	817462	17	0017_30557087.xml	r_2_1l31	יאכטשע	yokhtshe	יאכטשע:
DerManUnterTiff	817462	18	0018_30557092.xml	r_1_1l1	קראקעווער	krokover	קראקעווער (זינגט):
Di_seyder_nakht_Emkroyt_1908	828503	5	0005_30808222.xml	TextRegion_1647705133639_852l9	קארל	karl_rizvan	קארל: (פון דרויסען) וָואלֶען זִיא זִיך גיטִיגס בּעמיהען פְרֵיילֵיין רַאשֶׁעל, דִיא
Di_seyder_nakht_Emkroyt_1908	828503	5	0005_30808222.xml	TextRegion_1647705133639_852l11	ראשעל	rashel	ראשעל: אִיך בּין שָאהְן פֶערְטִיג, הֶערְר רִיזְוַואן קָאמֶען זִיא גֶעפֶעלִיגְס.
Di_seyder_nakht_Emkroyt_1908	828503	5	0005_30808222.xml	TextRegion_1647705133639_852l13	אלע	alle	אלע: גוּטען טאג הֶערְר רִיזְוַואן, גוּטען טאג פְרֵיילֵיין רַאשֶעל.
Di_seyder_nakht_Emkroyt_1908	828503	5	0005_30808222.xml	TextRegion_1647705133639_852l14	קארל	karl_rizvan	קארל: נוּן מֵיינֶע הֶערְשַאפְטֶען הָאפֶענְטלִיך האבּט אִיהְר פלֵייסִיג שטודיערט
Di_seyder_nakht_Emkroyt_1908	828503	5	0005_30808222.xml	TextRegion_1647705133639_852l18	ראשעל	rashel	ראשעל: (געבען קארל ליעבפאל אנבליקענד) וֶוען הֶערְר רִיזְוַואן אִיזְט זעלבּסט
Di_seyder_nakht_Emkroyt_1908	828503	5	0005_30808222.xml	TextRegion_1647705133639_852l21	אלע	alle	אלע: יַא יַא יַא.
Di_seyder_nakht_Emkroyt_1908	828503	5	0005_30808222.xml	TextRegion_1647705133639_852l22	קארל	karl_rizvan	קארל: אַלזא בּיטע גֶעפֶעלִיגְסְט, עֶס אִיזְט יֶעצְט דִיא לֶעצְטֶע פּראבּע.
Di_seyder_nakht_Emkroyt_1908	828503	5	0005_30808222.xml	l	דוד	dovid_kahn	דוד: בּראווא בראווא הֶערְר רִיזְוַואן, אַבּער דַארְף אִיך בּעטען דִיא ..
Di_seyder_nakht_Emkroyt_1908	828503	5	0005_OTgwNjMyNTk.111102485.xml	TextRegion_1647705133639_852l9	קארל	karl_rizvan	קארל: (פון דרויסען) וָואלֶען זִיא זִיךְ גִיטִיגְס בֶּעמִיהֶען פְרֵיילֵיין רַאשֶעל, דִיא
Di_seyder_nakht_Emkroyt_1908	828503	5	0005_OTgwNjMyNTk.111102485.xml	TextRegion_1647705133639_852l11	ראשעל	rashel	ראשעל: אִיך בִּין שָאהְן פֶערְטִיג, הֶערְר רִיזְוַואן קָאמֶען זִיא גֶעפֶעלִיגְס.
Di_seyder_nakht_Emkroyt_1908	828503	5	0005_OTgwNjMyNTk.111102485.xml	TextRegion_1647705133639_852l14	קארל	karl_rizvan	קארל: נוּן מֵיינֶע הֶערְשַׁאפְטְען הָאפֶענְטְלִיךְ הַאבְּט אִיהְר פְלֵייסִיג שְטוּדִיעֶרְט.
Di_seyder_nakht_Emkroyt_1908	828503	5	0005_OTgwNjMyNTk.111102485.xml	TextRegion_1647705133639_852l18	ראשעל	rashel	ראשעל: (געבען קארל ליעבפאל אנבליקענד) וֶוען הֶערְר רִיזְוַואן אִיזְט זֶעלְבְּסְט
Di_seyder_nakht_Emkroyt_1908	828503	5	0005_OTgwNjMyNTk.111102485.xml	TextRegion_1647705133639_852l22	קארל	karl_rizvan	קארל: אַלְזָא בִּיטֶע גֶעפֶעלִיגְסְט, עֶס אִיזְט יֶעצְט דִיא לֶעצְטֶע פְּרָאבֶּע.
Di_seyder_nakht_Emkroyt_1908	828503	6	0006_30808229.xml	r_2_1l1	אלע	alle	אלע: דַאנְקֶע הֶערְר קָאהן (קאָהר אב).
Di_seyder_nakht_Emkroyt_1908	828503	6	0006_30808229.xml	r_2_1l2	מאיר	meir_dreyer	מאיר: (צוּ דוד'ן) אַ דאַס אִיז דֶער מַאכֶער אַליין,
Di_seyder_nakht_Emkroyt_1908	828503	6	0006_30808229.xml	r_2_1l3	דוד	dovid_kahn	דוד: דָאס אִיז עֶר (פארשטעלענד) הֶערְר קַארְל רִיזְוַואן.
Di_seyder_nakht_Emkroyt_1908	828503	6	0006_30808229.xml	r_2_1l5	מאיר	meir_dreyer	מאיר: (שטעלט זיך אליין פאָר) מֵאִיר דְרֵייעֶר דֶער וַוייסֶער שַׁדְכָן פָאן דֶער
Di_seyder_nakht_Emkroyt_1908	828503	6	0006_30808229.xml	r_2_1l7	מרים	miryam	מרים: בּיטע הֶערְר רִיזְוַואן, עֶנְטְשוּלְדִיגְט דִי אונטערבּרעכוּנג וִויר האבּען
Di_seyder_nakht_Emkroyt_1908	828503	6	0006_30808229.xml	r_2_1l9	ראשעל	rashel	ראשעל: אֵיינֶען גאָסְט מוּטער? וֶוער אִיז עֶר?
Di_seyder_nakht_Emkroyt_1908	828503	6	0006_30808229.xml	r_2_1l10	דוד	dovid_kahn	דוד: גֶעה נוּר הִין, עֶס וִוירְד דִיך אַנגענעהם איבּעראשען, מֵיין קִינְד.
Di_seyder_nakht_Emkroyt_1908	828503	6	0006_30808229.xml	r_2_1l11	ראשעל	rashel	ראשעל: אָה וִויא נֵייגֶערִיג דוּא מַאכְסְט מִיך, דַארְף אִיך בּעטען הֶערְר
Di_seyder_nakht_Emkroyt_1908	828503	6	0006_30808229.xml	r_2_1l13	מאיר	meir_dreyer	מאיר: הכּלל ר' דָוִד, וָואסְזְשֶע זאָגְט אִיהְר צוּ דֶעם שידוּך וואָס אִיך האב
Di_seyder_nakht_Emkroyt_1908	828503	6	0006_30808229.xml	r_2_1l15	דוד	dovid_kahn	דוד: אַך, לָאזְט מִיך צוּ פְרִיעדֶען מִיט אֵייֶערֶע שידוּכים ר' מֵאִיר (לאכט)
Di_seyder_nakht_Emkroyt_1908	828503	6	0006_30808229.xml	r_2_1l18	מאיר	meir_dreyer	מאיר: אָבּער ר' דָוִד, פֶערְקוִיף אִיך אַייך דֶען אַ קַאטְץ אִין אַ זַאק, קוּקט
Di_seyder_nakht_Emkroyt_1908	828503	6	0006_30808229.xml	r_2_1l21	דוד	dovid_kahn	דוד: (לאכט) נֵיין?... אַ דַאנְק פַאר דֶער טוֹבָה, דָאך זאָגְט מִיר אִיהְר זֶענְט
Di_seyder_nakht_Emkroyt_1908	828503	6	0006_30808229.xml	r_2_1l24	מאיר	meir_dreyer	מאיר: חָלִילָה, נִישְט דָא האָבּ אִיך אִיהְם געפוּנען. פּלוּצים וֶועל אִיך אַייך
Di_seyder_nakht_Emkroyt_1908	828503	6	0006_30808229.xml	r_2_1l28	דוד	dovid_kahn	דוד: (לאכט) אוּמְפָּארְטִירְט? פוּן וֶועלְכֶער פַאבְּרִיק?
Di_seyder_nakht_Emkroyt_1908	828503	6	0006_30808229.xml	r_2_1l29	מאיר	meir_dreyer	מאיר: פוּן דֶער רוֹיטֶער בּריק! עֶר אִיז אוֹיך פוּן אֵייעֶר געבּורְטשׁטאדְט
Di_seyder_nakht_Emkroyt_1908	828503	6	0006_OTgwNjMyNTk.111102486.xml	r_2_1l2	מאיר	meir_dreyer	מאיר: (צו דוד׳ן) אַ דָאס אִיז דֶער מַאכעֶר אַלֵיין,
Di_seyder_nakht_Emkroyt_1908	828503	6	0006_OTgwNjMyNTk.111102486.xml	r_2_1l3	דוד	dovid_kahn	דוד: דָאס אִיז עֶר (פארשטעלענד) הֶערְר קַארְל רִיזְוַואן.
Di_seyder_nakht_Emkroyt_1908	828503	6	0006_OTgwNjMyNTk.111102486.xml	r_2_1l5	מאיר	meir_dreyer	מאיר: (שטעלט זיך אליין פאר) מֵאִיר דְרֵייעֶר דֶער וַוייסֶער שַדְכָן פָאן דֶער
Di_seyder_nakht_Emkroyt_1908	828503	6	0006_OTgwNjMyNTk.111102486.xml	r_2_1l7	מרים	miryam	מרים: בִּיטֶע הֶערְר רִיזְוַואן, עֶנְטְשוּלְדִיגְט דִי אוּנְטֶערְבְּרֶעכוּנְג וִויר הָאבֶּען
Di_seyder_nakht_Emkroyt_1908	828503	6	0006_OTgwNjMyNTk.111102486.xml	r_2_1l9	ראשעל	rashel	ראשעל: אֵיינְען גַאסְט מוּטֶער? וֶוער אִיז עֶר?
Di_seyder_nakht_Emkroyt_1908	828503	6	0006_OTgwNjMyNTk.111102486.xml	r_2_1l10	דוד	dovid_kahn	דוד: גֶעה נוּר הִין, עֶס וִוירְד דִיך אַנְגֶענֶעהְם אִיבֶּערַאשֶען, מֵיין קִינְד.
Di_seyder_nakht_Emkroyt_1908	828503	6	0006_OTgwNjMyNTk.111102486.xml	r_2_1l11	ראשעל	rashel	ראשעל: אָה וִויא נֵייגֶערִיג דוּא מַאכְסְט מִיך, דַארְף אִיךְ בֶּעטֶען הֶערְר
Di_seyder_nakht_Emkroyt_1908	828503	6	0006_OTgwNjMyNTk.111102486.xml	r_2_1l15	דוד	dovid_kahn	דוד: אַך, לָאזְט מִיך צוּ פְרִיעדֶען מִיט אֵייֶערֶע שִׁידוּכִים ר' מֵאִיר (לאכט)
Di_seyder_nakht_Emkroyt_1908	828503	6	0006_OTgwNjMyNTk.111102486.xml	r_2_1l18	מאיר	meir_dreyer	מאיר: אָבֶּער ר׳ דָוִד, פֶערְקוֹיף אִיךְ אַייךְ דֶען אַ קַאטְץ אִין אַ זַאק, קוּקְט
Di_seyder_nakht_Emkroyt_1908	828503	6	0006_OTgwNjMyNTk.111102486.xml	r_2_1l21	דוד	dovid_kahn	דוד: (לאכט) נֵיין?... אַ דַאנְק פַאר דֶער טוֹבָה, דָאךְ זָאגְט מִיר אִיהְר זֶענְט
Di_seyder_nakht_Emkroyt_1908	828503	6	0006_OTgwNjMyNTk.111102486.xml	r_2_1l24	מאיר	meir_dreyer	מאיר: חָלִילָה, נִישְט דָא הָאבּ אִיךְ אִיהְם גֶעפוּנֶען. פְּלוּצִים וֶועל אִיךְ אֵייךְ
Di_seyder_nakht_Emkroyt_1908	828503	6	0006_OTgwNjMyNTk.111102486.xml	r_2_1l28	דוד	dovid_kahn	דוד: (לאכט) אוּמְפָּארְטִירְט? פוּן וֶועלְכֶער פַאבְּרִיק?
Di_seyder_nakht_Emkroyt_1908	828503	7	0007_30808235.xml	TextRegion_1647705629974_1099l2	דוד	dovid_kahn	דוד: וֶוער אִיז עֶר? וֶוער זֶענֶען זֵיינֶע עֶלְטֶערְן? קֶען אִיךְ זֵיי?
Di_seyder_nakht_Emkroyt_1908	828503	7	0007_30808235.xml	TextRegion_1647705629974_1099l3	מאיר	meir_dreyer	מאיר: אִיהְר מוּזְט זֵיי אַ וַודְאַי קֶענֶען. דֶעם פָאטֶער רוּפְט מֶען גְדַלְיָה
Di_seyder_nakht_Emkroyt_1908	828503	7	0007_30808235.xml	TextRegion_1647705629974_1099l5	דוד	dovid_kahn	דוד: וֶוער זָאגְט אִיהְר?
Di_seyder_nakht_Emkroyt_1908	828503	7	0007_30808235.xml	TextRegion_1647705629974_1099l6	מאיר	meir_dreyer	מאיר: דָאס הֵייסְט אַזוֹי רוּפְט מֶען זֵיי סְ'אִיז נוּר אַ צוּנָאמֶען, אָבֶּער אוֹיף
Di_seyder_nakht_Emkroyt_1908	828503	7	0007_30808235.xml	TextRegion_1647705629974_1099l10	דוד	dovid_kahn	דוד: (נישט הערענדיג) זֶעהְט נוּר זֶעהְט דִיא פְרֵיידִיגֶע אִיבֶּערַאשוּנְג פוּן מֵיין
Di_seyder_nakht_Emkroyt_1908	828503	7	0007_30808235.xml	TextRegion_1647705629974_1099l12	מאיר	meir_dreyer	מאיר: וָואסְזְשְע וֵוייזְט זִיא דֶען נִישְט אַז אֵייעֶר עֶלְטֶער בְּרוּדֶער ר' זַלְמָן
Di_seyder_nakht_Emkroyt_1908	828503	7	0007_30808235.xml	TextRegion_1647705629974_1099l14	דוד	dovid_kahn	דוד: נֵיין, אִיךְ הָאבּ זִיא גֶעוָואלְט מִיט דֶעם לִיעבֶּען גַאסְט אִיבֶּערַאשֶען.
Di_seyder_nakht_Emkroyt_1908	828503	7	0007_30808235.xml	TextRegion_1647705629974_1099l15	מאיר	meir_dreyer	מאיר: וָואס הַייסְט אִיבֶּערַאשֶען?
Di_seyder_nakht_Emkroyt_1908	828503	7	0007_30808235.xml	TextRegion_1647705629974_1099l16	דוד	dovid_kahn	דוד: אִין מֵיין בְּרוּדֶערֶס הוֹיז הָאט זִיא אִיהְרֶע גַאנְצֶע קִינְדְהֵייט פֶערְבְּרַאכְט
Di_seyder_nakht_Emkroyt_1908	828503	7	0007_30808235.xml	TextRegion_1647705629974_1099l19	מאיר	meir_dreyer	מאיר: זֵייט מִיר מוֹחֵל, אִיךְ פֶערְשְטֶעה נִיט אַז אִיהְר טַאטֶע מַאמֶע לֶעבֶּען
Di_seyder_nakht_Emkroyt_1908	828503	7	0007_30808235.xml	TextRegion_1647705629974_1099l22	דוד	dovid_kahn	דוד: אַךְ דָאס אִיז אֵיינֶע טְרוֹירִיגֶע עֶרִינֶערוּנְג. גֶעדֶענְקְט אִיהְר פַאר אַ יָאהְר
Di_seyder_nakht_Emkroyt_1908	828503	7	0007_30808235.xml	TextRegion_1647705629974_1099l24	מאיר	meir_dreyer	מאיר: צוּ אִיךְ גֶעדֶענְק נָאךְ יֶענֶעם בְּלוּטִיגֶען פֶּסַח, וֶוען אִיךְ הָאבּ יֶעדֶע
Di_seyder_nakht_Emkroyt_1908	828503	7	0007_30808235.xml	TextRegion_1647705629974_1099l28	דוד	dovid_kahn	דוד: אָבֶּער מֵיין בְּרוּדֶער קֶען יֶענֶעם טָאג נִיע פֶערְגֶעסֶען, נוּר אֵיין קִינְד
Di_seyder_nakht_Emkroyt_1908	828503	7	0007_30808235.xml	TextRegion_1647705629974_1099l30	מאיר	meir_dreyer	מאיר: הָאבֶּען עֶס דִיא רוֹצְחִים אַוַודְאַי דּערְהַרְגעט?
Di_seyder_nakht_Emkroyt_1908	828503	7	0007_30808235.xml	TextRegion_1647705629974_1099l31	דוד	dovid_kahn	דוד: וָואלְט עֶר עֶס גֶעווֶעהְן גֶעזֶעהְן טוֹידְט, אִיהְר קֶענְט דָאךְ מַיין בְּרוּדֶער.
Di_seyder_nakht_Emkroyt_1908	828503	7	0007_OTgwNjMyNTk.111102487.xml	TextRegion_1647705629974_1099l2	דוד	dovid_kahn	דוד: וֶוער אִיז עֶר? וֶוער זֶענֶען זֵיינֶע עֶלְטֶערְן? קֶען אִיךְ זֵיי?
Di_seyder_nakht_Emkroyt_1908	828503	7	0007_OTgwNjMyNTk.111102487.xml	TextRegion_1647705629974_1099l3	מאיר	meir_dreyer	מאיר: אִיהְר מוּזְט זֵיי אַ וַודְאַי קֶענֶען. דֶעם פָאטֶער רוּפְט מֶען גְדַלְיָה
Di_seyder_nakht_Emkroyt_1908	828503	7	0007_OTgwNjMyNTk.111102487.xml	TextRegion_1647705629974_1099l6	מאיר	meir_dreyer	מאיר: דָאס הֵייסְט אַזוֹי רוּפְט מֶען זֵיי סְ'אִיז נוּר אַ צוּנָאמֶען, אָבֶּער אוֹיף
Di_seyder_nakht_Emkroyt_1908	828503	7	0007_OTgwNjMyNTk.111102487.xml	TextRegion_1647705629974_1099l10	דוד	dovid_kahn	דוד: (נישט הערענדיג) זֶעהְט נוּר זֶעהְט דִיא פְרֵיידִיגֶע אִיבֶּערַאשוּנְג פוּן מֵיין
Di_seyder_nakht_Emkroyt_1908	828503	7	0007_OTgwNjMyNTk.111102487.xml	TextRegion_1647705629974_1099l12	מאיר	meir_dreyer	מאיר: וָואסְזְשְע וֵוייזְט זִיא דֶען נִישְט אַז אֵייעֶר עֶלְטֶער בְּרוּדֶער ר' זַלְמָן
Di_seyder_nakht_Emkroyt_1908	828503	7	0007_OTgwNjMyNTk.111102487.xml	TextRegion_1647705629974_1099l14	דוד	dovid_kahn	דוד: נֵיין, אִיךְ הָאבּ זִיא גֶעוָואלְט מִיט דֶעם לִיעבֶּען גַאסְט אִיבֶּערַאשֶען.
Di_seyder_nakht_Emkroyt_1908	828503	7	0007_OTgwNjMyNTk.111102487.xml	TextRegion_1647705629974_1099l15	מאיר	meir_dreyer	מאיר: וָואס הַייסְט אִיבֶּערַאשֶען?
Di_seyder_nakht_Emkroyt_1908	828503	7	0007_OTgwNjMyNTk.111102487.xml	TextRegion_1647705629974_1099l16	דוד	dovid_kahn	דוד: אִין מֵיין בְּרוּדֶערֶס הוֹיז הָאט זִיא אִיהְרֶע גַאנְצֶע קִינְדְהֵייט פֶערְבְּרַאכְט
Di_seyder_nakht_Emkroyt_1908	828503	7	0007_OTgwNjMyNTk.111102487.xml	TextRegion_1647705629974_1099l19	מאיר	meir_dreyer	מאיר: זֵייט מִיר מוֹחֵל, אִיךְ פֶערְשְטֶעה נִיט אַז אִיהְר טַאטֶע מַאמֶע לֶעבֶּען
Di_seyder_nakht_Emkroyt_1908	828503	7	0007_OTgwNjMyNTk.111102487.xml	TextRegion_1647705629974_1099l22	דוד	dovid_kahn	דוד: אַךְ דָאס אִיז אֵיינֶע טְרוֹירִיגֶע עֶרִינֶערוּנְג. גֶעדֶענְקְט אִיהְר פַאר אַ יָאהְר
Di_seyder_nakht_Emkroyt_1908	828503	7	0007_OTgwNjMyNTk.111102487.xml	TextRegion_1647705629974_1099l24	מאיר	meir_dreyer	מאיר: צוּ אִיךְ גֶעדֶענְק נָאךְ יֶענֶעם בְּלוּטִיגֶען פֶּסַח, וֶוען אִיךְ הָאבּ יֶעדֶע
Di_seyder_nakht_Emkroyt_1908	828503	7	0007_OTgwNjMyNTk.111102487.xml	TextRegion_1647705629974_1099l28	דוד	dovid_kahn	דוד: אָבֶּער מֵיין בְּרוּדֶער קֶען יֶענֶעם טָאג נִיע פֶערְגֶעסֶען, נוּר אֵיין קִינְד
Di_seyder_nakht_Emkroyt_1908	828503	7	0007_OTgwNjMyNTk.111102487.xml	TextRegion_1647705629974_1099l30	מאיר	meir_dreyer	מאיר: הָאבֶּען עֶס דִיא רוֹצְחִים אַוַודְאַי דּערְהַרְגעט?
Di_seyder_nakht_Emkroyt_1908	828503	7	0007_OTgwNjMyNTk.111102487.xml	TextRegion_1647705629974_1099l31	דוד	dovid_kahn	דוד: וָואלְט עֶר עֶס גֶעווֶעהְן גֶעזֶעהְן טוֹידְט, אִיהְר קֶענְט דָאךְ מַיין בְּרוּדֶער.
Di_seyder_nakht_Emkroyt_1908	828503	8	0008_30808239.xml	r_2_1l2	מאיר	meir_dreyer	מאיר: וואָס פאַר אַ ירא שׁמִים עֶר אִיז, אוֹי נִישְט דָא אַזוינע יוּדען ווִי ר'
Di_seyder_nakht_Emkroyt_1908	828503	8	0008_30808239.xml	r_2_1l4	דוד	dovid_kahn	דוד: אוּן אַזא מאַן וִויא עֶר, וִויא גְרוִיס נָאך דֶער שׁמֶערְץ אִיז מוּז זִיך מִיט
Di_seyder_nakht_Emkroyt_1908	828503	8	0008_30808239.xml	r_2_1l7	מאיר	meir_dreyer	מאיר: לעבּעדיג אַ וועק גערויבּט?
Di_seyder_nakht_Emkroyt_1908	828503	8	0008_30808239.xml	r_2_1l8	דוד	dovid_kahn	דוד: אוּן עד היום וַוייסְט עֶר נִישְט וואוּ דאַס קִינְד אִיז, אוּן וואַס פוּן אִיהְם
Di_seyder_nakht_Emkroyt_1908	828503	8	0008_30808239.xml	r_2_1l10	מאיר	meir_dreyer	מאיר: בּעהיט זאָל מֶען וֶוערֶען.
Di_seyder_nakht_Emkroyt_1908	828503	8	0008_30808239.xml	r_2_1l11	דוד	dovid_kahn	דוד: אוּן אַזויא וִויא יַעֲקֹב אָבּינוּ הָאט זִיך נִישְט גֶעלאזט טרֵייסטֶען איבּער
Di_seyder_nakht_Emkroyt_1908	828503	8	0008_30808239.xml	r_2_1l14	מאיר	meir_dreyer	מאיר: אוֹי וֶועה אִיז מִיר, וֶוער וַוייסְט וִויא אַזוי עֶר הֵייסְט אַצינד, אוּן אִיז
Di_seyder_nakht_Emkroyt_1908	828503	8	0008_30808239.xml	r_2_1l16	דוד	dovid_kahn	דוד: דוּרך אַ צוָאָה פוּן אוּנזער טאַטען זֶענֶען אוּנזערע בּיידע קיִנְדעֶר זֵייט
Di_seyder_nakht_Emkroyt_1908	828503	8	0008_30808239.xml	r_2_1l18	מאיר	meir_dreyer	מאיר: דאָס הֵייסְט חָתָן כּלה, אַצינד פֶערְשְטֶעה אִיך, נָאך דֶעם וָואס עֶר
Di_seyder_nakht_Emkroyt_1908	828503	8	0008_30808239.xml	r_2_1l21	דוד	dovid_kahn	דוד: בּיז פַאר דרֵייא יָאָהרעֶן וֶוען אִיך בּין פוּן יאַסי וועק אוּן מִיך בּעזעצט
Di_seyder_nakht_Emkroyt_1908	828503	8	0008_30808239.xml	r_2_1l23	ראשעל	rashel	ראשעל: (לויפט אריין) פָאטֶער! פָאטֶער! וואוּ האסטוּ זאוואַס מִיר געֶקעֶנְט
Di_seyder_nakht_Emkroyt_1908	828503	8	0008_30808239.xml	r_2_1l26	דוד	dovid_kahn	דוד: אִיך האָבּ דִיך גֶעוָואלְט מֵיין קִינְד איבּעראשען.
Di_seyder_nakht_Emkroyt_1908	828503	8	0008_30808239.xml	r_2_1l27	ראשעל	rashel	ראשעל: (אויסער זיך) דָא... דאָ קוּמט עֶר מֵיין הערצענסגוּטער אָנקעל
Di_seyder_nakht_Emkroyt_1908	828503	8	0008_30808239.xml	r_2_1l30	זלמן	zelmen_kahn	זלמן: אוּן דאַס אִיז מֵיין רחלְה, וִויא שֶׁעהן אִיז מֵיין קִינְד געוואָהען וִויא
Di_seyder_nakht_Emkroyt_1908	828503	8	0008_OTgwNjMyNTk.111102488.xml	r_2_1l2	מאיר	meir_dreyer	מאיר: וואָס פאַר אַ ירא שׁמִים עֶר אִיז, אוֹי נִישְט דָא אַזוינע יוּדען ווִי ר'
Di_seyder_nakht_Emkroyt_1908	828503	8	0008_OTgwNjMyNTk.111102488.xml	r_2_1l4	דוד	dovid_kahn	דוד: אוּן אַזא מאַן וִויא עֶר, וִויא גְרוִיס נָאך דֶער שׁמֶערְץ אִיז מוּז זִיך מִיט
Di_seyder_nakht_Emkroyt_1908	828503	8	0008_OTgwNjMyNTk.111102488.xml	r_2_1l7	מאיר	meir_dreyer	מאיר: לעבּעדיג אַ וועק גערויבּט?
Di_seyder_nakht_Emkroyt_1908	828503	8	0008_OTgwNjMyNTk.111102488.xml	r_2_1l8	דוד	dovid_kahn	דוד: אוּן עד הִיום וַוייסְט עֶר נִישְט וואוּ דאַס קִינְד אִיז, אוּן וואַס פוּן אִיהְם
